                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9904,                 3.4212,                 1.9587,                0.79308,                0.28733,                 0.3758,                0.15971,                 1.6199,                  3.025,                 1.7609,              8.335e-05,              8.335e-05,              8.335e-05
                      1,                 1.6919,                 2.1708,                 1.6978,                0.47244,                0.29167,                0.29237,                0.13688,                 1.4917,                 2.7886,                 1.6967,             9.2602e-05,             9.2602e-05,             9.2602e-05
